Species,Worked,Loo,K,Winfinity,tmax,tm,M,Lm,Temperature,ln_var,rho,ln_MASPS,ln_margsd,h,logitbound_h,ln_Fmsy_over_M,ln_Fmsy,ln_r,r,ln_G,G
Merluccius_bilinearis,TRUE,4.128647102,-1.18001896,7.199236493,2.395307859,0.918714868,-0.807884598,3.566176324,11.62612786,-1.407250217,0.300839726,-0.402859017,-0.655625004,0.426445515,-0.993940749,-0.38808276,-1.209985514,-1.837183554,0.170921285,1.784982772,6.024360142
Merluccius_hubbsi,TRUE,4.219932722,-1.528020884,7.505685464,2.436047937,1.04038439,-0.918619852,3.53011842,12.5685817,-2.263545375,0.474385205,0.26660657,-0.99421742,0.559389117,-0.220709321,0.195971316,-0.736290536,-1.507863478,0.238188792,1.946685912,7.165234712
Mustelus_canis,TRUE,4.813398087,-1.914887458,8.96981284,2.814907054,1.876838549,-1.504268242,4.359906427,12.54550518,-2.503110111,0.481212386,-2.058105345,-1.032745934,0.344445536,-2.068743021,-1.358174545,-2.863077564,-3.419088685,0.059452832,2.531514727,12.97844225
Mustelus_mustelus,TRUE,5.14696583,-2.086203174,10.10182356,3.012659523,2.091557272,-1.623798416,4.60382274,19.2868613,-3.266709382,0.642701157,-2.18485963,-1.202252766,0.35085089,-2.095056484,-1.395292877,-3.019791973,-3.608428453,0.053133451,2.683763733,15.03743205
Dipturus_innominatus,TRUE,5.291888944,-2.453743988,10.39725508,2.992968507,2.394395058,-1.824239822,4.735837403,12.87467584,-3.835939958,0.743069879,-1.711337233,-1.377961857,0.441107674,-1.402045712,-0.864541334,-2.687895399,-3.371326426,0.078234018,2.926275616,19.88006691
Malacoraja_senta,TRUE,4.250150684,-2.044826351,7.364083623,2.864562994,2.417772469,-1.514782029,3.892023967,12.9019774,-3.387342644,0.730206258,-0.910352107,-1.173721789,0.492014954,-0.90561992,-0.457475023,-1.968369201,-2.841956245,0.11405957,2.688606268,15.05629372
Squalus_megalops,TRUE,4.501191218,-2.608419047,7.901825575,3.388968714,2.700959797,-2.16064436,4.06811028,10.34930944,-3.622883019,0.757863668,-2.2448418,-1.235731127,0.405472923,-1.624145915,-1.014840614,-3.161150793,-3.798023324,0.043888742,3.225108223,25.82536021
Centrophorus_squamosus,TRUE,4.924966007,-2.830739779,9.489471677,3.851046568,3.066751828,-2.455892934,4.511395243,10.54219156,-3.460915674,0.783568887,-2.672106096,-1.049467226,0.417550806,-1.765702405,-1.194144291,-3.634817016,-4.061302947,0.044341978,3.506043849,36.40351151
Squalus_mitsukurii,TRUE,4.646232706,-2.568386573,8.332084608,3.403047656,2.699950981,-2.158075371,4.222714424,10.84243051,-3.527883429,0.72954547,-2.527112286,-1.209458075,0.371345717,-1.952571116,-1.28888321,-3.453933481,-4.021593823,0.039861432,3.23011152,27.80708192
Squalus_raoulensis,TRUE,4.646232706,-2.568386573,8.332084608,3.403047656,2.699950981,-2.158075371,4.222714424,10.84243051,-3.527883429,0.72954547,-2.527112286,-1.209458075,0.371345717,-1.952571116,-1.28888321,-3.453933481,-4.021593823,0.039861432,3.23011152,27.80708192
Squalus_griffini,TRUE,4.646232706,-2.568386573,8.332084608,3.403047656,2.699950981,-2.158075371,4.222714424,10.84243051,-3.527883429,0.72954547,-2.527112286,-1.209458075,0.371345717,-1.952571116,-1.28888321,-3.453933481,-4.021593823,0.039861432,3.23011152,27.80708192
Centroscymnus_owstonii,TRUE,4.827400361,-2.387570853,9.14625969,3.395743359,2.575620888,-1.990520078,4.39041071,13.35083203,-3.220328524,0.693945789,-2.278801607,-1.017414104,0.400691669,-1.880419409,-1.27978401,-3.286578934,-3.737364861,0.072627773,3.047795825,28.13723336
Squalus_suckleyi,TRUE,4.756613579,-2.820581107,8.739982433,3.877154125,3.135026955,-2.549013014,4.412541781,9.288046572,-3.366580788,0.740389681,-3.355861067,-1.14086921,0.329442208,-2.387355132,-1.657283044,-4.197071273,-4.711870222,0.019002915,3.598282097,37.15502553
Cirrhigaleus_asper,TRUE,4.719477336,-2.495284227,8.661249066,3.400094587,2.649685321,-2.090334109,4.290512688,11.85655714,-3.403541447,0.715152805,-2.426722269,-1.095304382,0.38263467,-1.968414376,-1.329566853,-3.444638652,-3.866522922,0.05668539,3.172287803,29.45622809
Deania_calcea,TRUE,4.759606069,-2.359369308,8.962441044,3.601299139,2.785547354,-2.1198484,4.468868554,11.09088339,-2.6304406,0.603500588,-2.987437979,-0.925285319,0.347460185,-2.450349483,-1.754227848,-3.850036552,-4.398639842,0.038152501,3.162985269,25.62878249
Squalus_acanthias,TRUE,4.764975564,-2.537691137,8.530721199,3.200159897,2.564536163,-2.074413825,4.312931398,9.743743681,-3.626019201,0.704240797,-2.519942534,-1.339768562,0.358575698,-2.033054973,-1.34720889,-3.413299084,-3.967743244,0.036332769,3.125607224,23.00901341
Paralichthys_dentatus,TRUE,4.449489741,-1.32667643,8.537184023,2.100292396,0.53242303,-0.796456128,3.497167114,18.45154186,-2.813416502,0.580664964,1.919307693,-1.131626675,0.782363714,1.375489653,1.207496347,0.415529416,-0.662037897,0.634947174,1.732193362,5.928824507
Amblyraja_radiata,TRUE,4.463329828,-2.185589227,8.001146946,2.868488607,2.099030404,-1.609921169,3.927042557,12.22479557,-3.418794347,0.708717551,-0.79868061,-1.22136155,0.509578096,-0.703508357,-0.285151922,-1.892419175,-2.667799747,0.12080942,2.684327133,15.0041518
Amblyraja_doellojuradoi,TRUE,4.537365786,-2.092080757,8.219364563,2.842064154,2.097870422,-1.548509265,4.042481395,12.97565325,-3.256016216,0.669929344,-1.060841763,-1.169168689,0.479615711,-1.001548078,-0.524690245,-2.040322506,-2.809912032,0.12734169,2.605911796,15.35872843
Amblyraja_taaf,TRUE,4.537365786,-2.092080757,8.219364563,2.842064154,2.097870422,-1.548509265,4.042481395,12.97565325,-3.256016216,0.669929344,-1.060841763,-1.169168689,0.479615711,-1.001548078,-0.524690245,-2.040322506,-2.809912032,0.12734169,2.605911796,15.35872843
Urophycis_tenuis,TRUE,4.633231207,-2.203434353,9.069959154,2.967864514,1.760040677,-1.663195154,3.932939854,10.04021388,-2.872303432,0.673296519,0.524999433,-1.013061306,0.70293415,0.756644036,0.799428778,-0.878396662,-1.759768921,0.229046861,2.672825497,14.94133565
Scophthalmus_aquosus,TRUE,3.72479086,-1.188114497,6.852841398,2.360875192,0.700012735,-0.794081059,2.994446608,15.15314498,-1.616658795,0.487937812,2.551939992,-0.624101895,0.858705701,2.006367297,1.607513719,0.798993785,-0.403390971,0.760326359,1.731938039,5.924707
Pseudopleuronectes_americanus,TRUE,3.861682668,-1.170055293,7.353974995,2.507965128,1.054791533,-0.986213852,3.317731481,11.28689623,-1.078271479,0.412534984,2.086594091,-0.430130929,0.842193781,1.657231219,1.417373324,0.442905068,-0.629247567,0.569101079,1.889351694,6.708941225
Leucoraja_ocellata,TRUE,4.649064626,-2.028942175,8.522233778,2.84258716,2.138649231,-1.551266651,4.204697419,13.16042635,-3.085630897,0.626125028,-1.463168288,-1.173453816,0.429010091,-1.387822661,-0.816776862,-2.370171004,-3.072023732,0.087207541,2.640355414,14.36547431
Aetobatus_ocellatus,TRUE,4.687622085,-1.933026584,8.678867567,2.730739446,1.759424192,-1.358401971,4.071285575,18.04237811,-3.366462304,0.659731332,-1.118516,-1.202058159,0.48091962,-1.067152112,-0.617295193,-1.977398013,-2.731053013,0.203801121,2.425174265,15.4046516
Glyptocephalus_cynoglossus,TRUE,3.751368734,-1.591699688,6.449550162,3.062593145,1.664551355,-1.562408394,3.284288922,8.031451441,-1.56705431,0.470795609,0.070365238,-0.640213408,0.62551866,0.155649188,0.436934194,-1.110869745,-1.77002902,0.199335278,2.441256063,11.71525039
Limanda_ferruginea,TRUE,3.790673569,-1.417156999,6.973632292,2.795782073,1.109067997,-1.47821617,3.199768716,8.522916415,-0.983621718,0.386265635,1.298359218,-0.408118519,0.81164883,1.279938962,1.199934399,-0.272115222,-1.007529955,0.378976195,2.251047115,9.668723397
Clupea_pallasii,FALSE,,,,,,,,,,,,,,,,,,,,
Gadus_chalcogrammus,FALSE,,,,,,,,,,,,,,,,,,,,
Merluccius_gayi,FALSE,,,,,,,,,,,,,,,,,,,,
