"","Species","Region","Indicator","Year","Value","rank","norm_rank"
"254","Clearnose skate","all","avg_length_fall","mean of last 10 years vs historic mean",0.999275295334649,12,0.235294117647059
"255","Jonah crab","Georges Bank / Southern New England","avg_length_fall","mean of last 10 years vs historic mean",1.06689523224225,6,0.117647058823529
"256","Bluefish","all","avg_length_fall","mean of last 10 years vs historic mean",0.812440212561847,43,0.843137254901961
"257","Jonah crab","Georges Bank","avg_length_fall","mean of last 10 years vs historic mean",0.965718921958623,20,0.392156862745098
"258","Jonah crab","Gulf of Maine","avg_length_fall","mean of last 10 years vs historic mean",1.02398548511714,8,0.156862745098039
"259","Winter skate","all","avg_length_spring","mean of last 10 years vs historic mean",0.96739720165534,18,0.352941176470588
"260","Little skate","all","avg_length_spring","mean of last 10 years vs historic mean",1.00298924601177,13,0.254901960784314
"261","Silver hake","Southern Georges Bank / Mid-Atlantic","avg_length_spring","mean of last 10 years vs historic mean",0.949137071394598,21,0.411764705882353
"262","Yellowtail flounder","Southern New England / Mid-Atlantic","avg_length_spring","mean of last 10 years vs historic mean",1.01515230573362,11,0.215686274509804
"263","Winter flounder","Southern New England / Mid-Atlantic","avg_length_spring","mean of last 10 years vs historic mean",0.979313687638467,15,0.294117647058824
"264","Ocean pout","all","avg_length_spring","mean of last 10 years vs historic mean",0.799810998639089,46,0.901960784313726
"265","Goosefish","Southern Georges Bank / Mid-Atlantic","avg_length_spring","mean of last 10 years vs historic mean",0.904971415773396,30,0.588235294117647
"266","Windowpane","Southern New England / Mid-Atlantic","avg_length_spring","mean of last 10 years vs historic mean",0.942601579150942,24,0.470588235294118
"267","Spiny dogfish","all","avg_length_spring","mean of last 10 years vs historic mean",0.922621635581053,28,0.549019607843137
"268","Atlantic herring","all","avg_length_spring","mean of last 10 years vs historic mean",1.02338203152715,8,0.156862745098039
"269","Alewife","all","avg_length_spring","mean of last 10 years vs historic mean",0.971797397020981,17,0.333333333333333
"270","Red hake","Southern Georges Bank / Mid-Atlantic","avg_length_spring","mean of last 10 years vs historic mean",0.878926766884002,35,0.686274509803922
"271","Blueback herring","all","avg_length_spring","mean of last 10 years vs historic mean",1.07376321751112,4,0.0784313725490196
"272","Atlantic mackerel","all","avg_length_spring","mean of last 10 years vs historic mean",0.944344257460836,23,0.450980392156863
"273","Smooth dogfish","all","avg_length_spring","mean of last 10 years vs historic mean",0.986450333480699,14,0.274509803921569
"274","Clearnose skate","all","avg_length_spring","mean of last 10 years vs historic mean",1.052031724943,5,0.0980392156862745
"275","Summer flounder","all","avg_length_spring","mean of last 10 years vs historic mean",1.07412235068903,3,0.0588235294117647
"276","Butterfish","all","avg_length_spring","mean of last 10 years vs historic mean",0.927362573648096,27,0.529411764705882
"277","Black sea bass","all","avg_length_spring","mean of last 10 years vs historic mean",0.953394081512927,20,0.392156862745098
"278","Scup","all","avg_length_spring","mean of last 10 years vs historic mean",0.915159671735987,29,0.568627450980392
"279","Rosette skate","all","avg_length_spring","mean of last 10 years vs historic mean",0.978877266828401,16,0.313725490196078
"280","American lobster","Georges Bank / Southern New England","avg_length_spring","mean of last 10 years vs historic mean",0.963747371168774,19,0.372549019607843
"281","Jonah crab","Georges Bank / Southern New England","avg_length_spring","mean of last 10 years vs historic mean",0.737818032093893,50,0.980392156862745
"282","Offshore hake","all","avg_length_spring","mean of last 10 years vs historic mean",0.74380916811158,49,0.96078431372549
"283","Barndoor skate","all","avg_length_spring","mean of last 10 years vs historic mean",1.00912940313377,12,0.235294117647059
"284","American lobster","Georges Bank","avg_length_spring","mean of last 10 years vs historic mean",1.12605591680254,2,0.0392156862745098
"285","Thorny skate","all","avg_length_spring","mean of last 10 years vs historic mean",0.899799881279181,31,0.607843137254902
"286","Atlantic cod","Georges Bank","avg_length_spring","mean of last 10 years vs historic mean",0.842966392779023,41,0.803921568627451
"287","Haddock","Georges Bank","avg_length_spring","mean of last 10 years vs historic mean",0.722242338536866,51,1
"288","Pollock","all","avg_length_spring","mean of last 10 years vs historic mean",0.870257836812955,38,0.745098039215686
"289","Yellowtail flounder","Georges Bank","avg_length_spring","mean of last 10 years vs historic mean",1.04022239530218,7,0.137254901960784
"290","Windowpane","Gulf of Maine / Georges Bank","avg_length_spring","mean of last 10 years vs historic mean",0.878733480473073,36,0.705882352941177
"291","American plaice","all","avg_length_spring","mean of last 10 years vs historic mean",0.933985057435695,26,0.509803921568627
"292","Smooth skate","all","avg_length_spring","mean of last 10 years vs historic mean",0.895177637956924,33,0.647058823529412
"293","Winter flounder","Georges Bank","avg_length_spring","mean of last 10 years vs historic mean",1.0157120187266,10,0.196078431372549
"294","Atlantic cod","Gulf of Maine","avg_length_spring","mean of last 10 years vs historic mean",0.860267703334134,39,0.764705882352941
"295","Haddock","Gulf of Maine","avg_length_spring","mean of last 10 years vs historic mean",0.817959736702606,43,0.843137254901961
"296","Winter flounder","Gulf of Maine","avg_length_spring","mean of last 10 years vs historic mean",0.852138136478141,40,0.784313725490196
"297","Atlantic wolffish","all","avg_length_spring","mean of last 10 years vs historic mean",0.804466299609551,45,0.882352941176471
"298","Goosefish","Gulf of Maine / Northern Georges Bank","avg_length_spring","mean of last 10 years vs historic mean",0.760144223958153,48,0.941176470588235
"299","Yellowtail flounder","Cape Cod / Gulf of Maine","avg_length_spring","mean of last 10 years vs historic mean",0.886733644541874,34,0.666666666666667
"300","Witch flounder","all","avg_length_spring","mean of last 10 years vs historic mean",0.816839570354396,44,0.862745098039216
"301","Acadian redfish","all","avg_length_spring","mean of last 10 years vs historic mean",0.895198069790182,32,0.627450980392157
"302","Silver hake","Gulf of Maine / Northern Georges Bank","avg_length_spring","mean of last 10 years vs historic mean",1.04844092241988,6,0.117647058823529
"303","White hake","all","avg_length_spring","mean of last 10 years vs historic mean",0.941674972771636,25,0.490196078431373
"304","Red hake","Gulf of Maine / Northern Georges Bank","avg_length_spring","mean of last 10 years vs historic mean",0.872634271720034,37,0.725490196078431
"305","Atlantic halibut","all","avg_length_spring","mean of last 10 years vs historic mean",1.15254128952031,1,0.0196078431372549
"306","American lobster","Gulf of Maine","avg_length_spring","mean of last 10 years vs historic mean",0.947661258991744,22,0.431372549019608
"307","Jonah crab","Georges Bank","avg_length_spring","mean of last 10 years vs historic mean",0.776445366736728,47,0.92156862745098
"308","Bluefish","all","avg_length_spring","mean of last 10 years vs historic mean",0.820608259359487,42,0.823529411764706
"309","Jonah crab","Gulf of Maine","avg_length_spring","mean of last 10 years vs historic mean",1.01785628527234,9,0.176470588235294
"310","Spiny dogfish","all","max_length_fall","mean of last 10 years vs historic mean",0.932409878415317,34,0.666666666666667
"311","Winter skate","all","max_length_fall","mean of last 10 years vs historic mean",0.983843634084077,24,0.470588235294118
"312","Little skate","all","max_length_fall","mean of last 10 years vs historic mean",1.02986245827481,15,0.294117647058824
"313","Alewife","all","max_length_fall","mean of last 10 years vs historic mean",1.00190963101248,23,0.450980392156863
"314","Silver hake","Gulf of Maine / Northern Georges Bank","max_length_fall","mean of last 10 years vs historic mean",1.09424716157805,4,0.0784313725490196
"315","Atlantic cod","Gulf of Maine","max_length_fall","mean of last 10 years vs historic mean",0.857760297959864,45,0.882352941176471
"316","Haddock","Gulf of Maine","max_length_fall","mean of last 10 years vs historic mean",0.803773958548343,49,0.96078431372549
"317","Pollock","all","max_length_fall","mean of last 10 years vs historic mean",0.785857010360834,50,0.980392156862745
"318","White hake","all","max_length_fall","mean of last 10 years vs historic mean",0.927389317725112,36,0.705882352941177
"319","Red hake","Gulf of Maine / Northern Georges Bank","max_length_fall","mean of last 10 years vs historic mean",0.982576026038014,25,0.490196078431373
"320","American plaice","all","max_length_fall","mean of last 10 years vs historic mean",0.902906487919489,40,0.784313725490196
"321","Yellowtail flounder","Cape Cod / Gulf of Maine","max_length_fall","mean of last 10 years vs historic mean",0.929695933167788,35,0.686274509803922
"322","Winter flounder","Gulf of Maine","max_length_fall","mean of last 10 years vs historic mean",0.959848258298525,30,0.588235294117647
"323","Windowpane","Gulf of Maine / Georges Bank","max_length_fall","mean of last 10 years vs historic mean",0.927291640476942,37,0.725490196078431
"324","Ocean pout","all","max_length_fall","mean of last 10 years vs historic mean",0.827202510189336,47,0.92156862745098
"325","Atlantic herring","all","max_length_fall","mean of last 10 years vs historic mean",0.948762563632692,31,0.607843137254902
"326","Atlantic halibut","all","max_length_fall","mean of last 10 years vs historic mean",1.01109031071427,17,0.333333333333333
"327","Acadian redfish","all","max_length_fall","mean of last 10 years vs historic mean",0.971251742271857,27,0.529411764705882
"328","Goosefish","Gulf of Maine / Northern Georges Bank","max_length_fall","mean of last 10 years vs historic mean",0.961143546575529,29,0.568627450980392
"329","Barndoor skate","all","max_length_fall","mean of last 10 years vs historic mean",1.03883018893754,13,0.254901960784314
"330","Witch flounder","all","max_length_fall","mean of last 10 years vs historic mean",0.858519848694309,44,0.862745098039216
"331","Atlantic mackerel","all","max_length_fall","mean of last 10 years vs historic mean",1.00954612973837,18,0.352941176470588
"332","Atlantic wolffish","all","max_length_fall","mean of last 10 years vs historic mean",0.909954546495386,38,0.745098039215686
"333","American lobster","Gulf of Maine","max_length_fall","mean of last 10 years vs historic mean",1.1185264055357,2,0.0392156862745098
"334","Thorny skate","all","max_length_fall","mean of last 10 years vs historic mean",0.811626178493787,48,0.941176470588235
"335","Smooth skate","all","max_length_fall","mean of last 10 years vs historic mean",1.03170762672657,14,0.274509803921569
"336","Blueback herring","all","max_length_fall","mean of last 10 years vs historic mean",1.00439531888283,21,0.411764705882353
"337","Haddock","Georges Bank","max_length_fall","mean of last 10 years vs historic mean",0.840346972408619,46,0.901960784313726
"338","Silver hake","Southern Georges Bank / Mid-Atlantic","max_length_fall","mean of last 10 years vs historic mean",1.00561391655137,19,0.372549019607843
"339","Yellowtail flounder","Georges Bank","max_length_fall","mean of last 10 years vs historic mean",1.00435087603809,22,0.431372549019608
"340","Goosefish","Southern Georges Bank / Mid-Atlantic","max_length_fall","mean of last 10 years vs historic mean",0.86319905583351,42,0.823529411764706
"341","Atlantic cod","Georges Bank","max_length_fall","mean of last 10 years vs historic mean",0.901741906961698,41,0.803921568627451
"342","Winter flounder","Georges Bank","max_length_fall","mean of last 10 years vs historic mean",0.97806986616272,26,0.509803921568627
"343","Butterfish","all","max_length_fall","mean of last 10 years vs historic mean",1.04248349964642,12,0.235294117647059
"344","Winter flounder","Southern New England / Mid-Atlantic","max_length_fall","mean of last 10 years vs historic mean",1.00463540593468,20,0.392156862745098
"345","Red hake","Southern Georges Bank / Mid-Atlantic","max_length_fall","mean of last 10 years vs historic mean",0.948239167396183,32,0.627450980392157
"346","Offshore hake","all","max_length_fall","mean of last 10 years vs historic mean",0.860142323680688,43,0.843137254901961
"347","Yellowtail flounder","Southern New England / Mid-Atlantic","max_length_fall","mean of last 10 years vs historic mean",1.01150257400257,16,0.313725490196078
"348","Windowpane","Southern New England / Mid-Atlantic","max_length_fall","mean of last 10 years vs historic mean",0.966524858121188,28,0.549019607843137
"349","Summer flounder","all","max_length_fall","mean of last 10 years vs historic mean",1.05982486880994,7,0.137254901960784
"350","Black sea bass","all","max_length_fall","mean of last 10 years vs historic mean",1.21663618001384,1,0.0196078431372549
"351","Scup","all","max_length_fall","mean of last 10 years vs historic mean",1.05928821361205,8,0.156862745098039
"352","American lobster","Georges Bank / Southern New England","max_length_fall","mean of last 10 years vs historic mean",0.947004800177972,33,0.647058823529412
"353","American lobster","Georges Bank","max_length_fall","mean of last 10 years vs historic mean",1.10278942720333,3,0.0588235294117647
"354","Smooth dogfish","all","max_length_fall","mean of last 10 years vs historic mean",0.907408546473655,39,0.764705882352941
"355","Rosette skate","all","max_length_fall","mean of last 10 years vs historic mean",1.05524962384284,9,0.176470588235294
"356","Clearnose skate","all","max_length_fall","mean of last 10 years vs historic mean",1.07289996672616,6,0.117647058823529
"357","Jonah crab","Georges Bank / Southern New England","max_length_fall","mean of last 10 years vs historic mean",1.07327687312203,5,0.0980392156862745
"358","Bluefish","all","max_length_fall","mean of last 10 years vs historic mean",0.777086938538109,51,1
"359","Jonah crab","Georges Bank","max_length_fall","mean of last 10 years vs historic mean",1.04272797903007,11,0.215686274509804
"360","Jonah crab","Gulf of Maine","max_length_fall","mean of last 10 years vs historic mean",1.05289768671308,10,0.196078431372549
"361","Winter skate","all","max_length_spring","mean of last 10 years vs historic mean",0.979175093037933,22,0.431372549019608
"362","Little skate","all","max_length_spring","mean of last 10 years vs historic mean",1.02036113227986,13,0.254901960784314
"363","Silver hake","Southern Georges Bank / Mid-Atlantic","max_length_spring","mean of last 10 years vs historic mean",0.967462599442487,24,0.470588235294118
"364","Yellowtail flounder","Southern New England / Mid-Atlantic","max_length_spring","mean of last 10 years vs historic mean",0.987191123075494,20,0.392156862745098
"365","Winter flounder","Southern New England / Mid-Atlantic","max_length_spring","mean of last 10 years vs historic mean",1.03303374907601,10,0.196078431372549
"366","Ocean pout","all","max_length_spring","mean of last 10 years vs historic mean",0.811305149982505,47,0.92156862745098
"367","Goosefish","Southern Georges Bank / Mid-Atlantic","max_length_spring","mean of last 10 years vs historic mean",0.935693948170992,36,0.705882352941177
"368","Windowpane","Southern New England / Mid-Atlantic","max_length_spring","mean of last 10 years vs historic mean",0.958816271859492,28,0.549019607843137
"369","Spiny dogfish","all","max_length_spring","mean of last 10 years vs historic mean",0.950231782484938,29,0.568627450980392
"370","Atlantic herring","all","max_length_spring","mean of last 10 years vs historic mean",1.02927743464377,11,0.215686274509804
"371","Alewife","all","max_length_spring","mean of last 10 years vs historic mean",0.999395247622477,17,0.333333333333333
"372","Red hake","Southern Georges Bank / Mid-Atlantic","max_length_spring","mean of last 10 years vs historic mean",0.893940752606391,38,0.745098039215686
"373","Blueback herring","all","max_length_spring","mean of last 10 years vs historic mean",1.06141642247677,9,0.176470588235294
"374","Atlantic mackerel","all","max_length_spring","mean of last 10 years vs historic mean",0.946337473844185,30,0.588235294117647
"375","Smooth dogfish","all","max_length_spring","mean of last 10 years vs historic mean",1.00548617104016,15,0.294117647058824
"376","Clearnose skate","all","max_length_spring","mean of last 10 years vs historic mean",1.0657229321923,8,0.156862745098039
"377","Summer flounder","all","max_length_spring","mean of last 10 years vs historic mean",1.12660294032308,5,0.0980392156862745
"378","Butterfish","all","max_length_spring","mean of last 10 years vs historic mean",0.960319067316992,26,0.509803921568627
"379","Black sea bass","all","max_length_spring","mean of last 10 years vs historic mean",0.981629003135988,21,0.411764705882353
"380","Scup","all","max_length_spring","mean of last 10 years vs historic mean",0.969453846475283,23,0.450980392156863
"381","Rosette skate","all","max_length_spring","mean of last 10 years vs historic mean",1.02600822182627,12,0.235294117647059
"382","American lobster","Georges Bank / Southern New England","max_length_spring","mean of last 10 years vs historic mean",0.945393291104645,32,0.627450980392157
"383","Jonah crab","Georges Bank / Southern New England","max_length_spring","mean of last 10 years vs historic mean",0.68406526439945,51,1
"384","Offshore hake","all","max_length_spring","mean of last 10 years vs historic mean",0.837338685765896,45,0.882352941176471
"385","Barndoor skate","all","max_length_spring","mean of last 10 years vs historic mean",1.09440480014926,6,0.117647058823529
"386","American lobster","Georges Bank","max_length_spring","mean of last 10 years vs historic mean",1.19199353236018,3,0.0588235294117647
"387","Thorny skate","all","max_length_spring","mean of last 10 years vs historic mean",0.853055165829456,43,0.843137254901961
"388","Atlantic cod","Georges Bank","max_length_spring","mean of last 10 years vs historic mean",0.797263062679093,49,0.96078431372549
"389","Haddock","Georges Bank","max_length_spring","mean of last 10 years vs historic mean",0.860553232323456,42,0.823529411764706
"390","Pollock","all","max_length_spring","mean of last 10 years vs historic mean",0.878249780706604,41,0.803921568627451
"391","Yellowtail flounder","Georges Bank","max_length_spring","mean of last 10 years vs historic mean",0.994546939318546,19,0.372549019607843
"392","Windowpane","Gulf of Maine / Georges Bank","max_length_spring","mean of last 10 years vs historic mean",0.927893818551057,37,0.725490196078431
"393","American plaice","all","max_length_spring","mean of last 10 years vs historic mean",0.946215496667139,31,0.607843137254902
"394","Smooth skate","all","max_length_spring","mean of last 10 years vs historic mean",1.00618693753556,14,0.274509803921569
"395","Winter flounder","Georges Bank","max_length_spring","mean of last 10 years vs historic mean",1.00184097514125,16,0.313725490196078
"396","Atlantic cod","Gulf of Maine","max_length_spring","mean of last 10 years vs historic mean",0.84043169015793,44,0.862745098039216
"397","Haddock","Gulf of Maine","max_length_spring","mean of last 10 years vs historic mean",0.943179039454538,34,0.666666666666667
"398","Winter flounder","Gulf of Maine","max_length_spring","mean of last 10 years vs historic mean",0.994626754671377,18,0.352941176470588
"399","Atlantic wolffish","all","max_length_spring","mean of last 10 years vs historic mean",0.794627857880789,50,0.980392156862745
"400","Goosefish","Gulf of Maine / Northern Georges Bank","max_length_spring","mean of last 10 years vs historic mean",0.89026956880283,39,0.764705882352941
"401","Yellowtail flounder","Cape Cod / Gulf of Maine","max_length_spring","mean of last 10 years vs historic mean",0.945351543907065,33,0.647058823529412
"402","Witch flounder","all","max_length_spring","mean of last 10 years vs historic mean",0.880205876938182,40,0.784313725490196
"403","Acadian redfish","all","max_length_spring","mean of last 10 years vs historic mean",0.959142792104322,27,0.529411764705882
"404","Silver hake","Gulf of Maine / Northern Georges Bank","max_length_spring","mean of last 10 years vs historic mean",1.27566179077458,1,0.0196078431372549
"405","White hake","all","max_length_spring","mean of last 10 years vs historic mean",0.938552428515085,35,0.686274509803922
"406","Red hake","Gulf of Maine / Northern Georges Bank","max_length_spring","mean of last 10 years vs historic mean",0.966117498754806,25,0.490196078431373
"407","Atlantic halibut","all","max_length_spring","mean of last 10 years vs historic mean",1.16583831106653,4,0.0784313725490196
"408","American lobster","Gulf of Maine","max_length_spring","mean of last 10 years vs historic mean",1.07868751840839,7,0.137254901960784
"409","Jonah crab","Georges Bank","max_length_spring","mean of last 10 years vs historic mean",0.834308132002586,46,0.901960784313726
"410","Bluefish","all","max_length_spring","mean of last 10 years vs historic mean",0.807542983915696,48,0.941176470588235
"411","Jonah crab","Gulf of Maine","max_length_spring","mean of last 10 years vs historic mean",1.20536839449498,2,0.0392156862745098
"412","Silver hake","Southern Georges Bank / Mid-Atlantic","diet","all",12,4,0.363636363636364
"413","Red hake","Southern Georges Bank / Mid-Atlantic","diet","all",13,3,0.272727272727273
"414","Yellowtail flounder","Southern New England / Mid-Atlantic","diet","all",11,5,0.454545454545455
"415","Ocean pout","all","diet","all",12,4,0.363636363636364
"416","Little skate","all","diet","all",14,2,0.181818181818182
"417","Butterfish","all","diet","all",11,5,0.454545454545455
"418","Scup","all","diet","all",13,3,0.272727272727273
"419","Atlantic cod","Georges Bank","diet","all",14,2,0.181818181818182
"420","Haddock","Georges Bank","diet","all",15,1,0.0909090909090909
"421","Silver hake","Gulf of Maine / Northern Georges Bank","diet","all",12,4,0.363636363636364
"422","Yellowtail flounder","Georges Bank","diet","all",10,6,0.545454545454545
"423","Pollock","all","diet","all",13,3,0.272727272727273
"424","American plaice","all","diet","all",10,6,0.545454545454545
"425","Witch flounder","all","diet","all",9,7,0.636363636363636
"426","White hake","all","diet","all",13,3,0.272727272727273
"427","Acadian redfish","all","diet","all",10,6,0.545454545454545
"428","Atlantic cod","Gulf of Maine","diet","all",12,4,0.363636363636364
"429","Haddock","Gulf of Maine","diet","all",11,5,0.454545454545455
"430","Winter flounder","Southern New England / Mid-Atlantic","diet","all",14,2,0.181818181818182
"431","Red hake","Gulf of Maine / Northern Georges Bank","diet","all",13,3,0.272727272727273
"432","Winter skate","all","diet","all",13,3,0.272727272727273
"433","Yellowtail flounder","Cape Cod / Gulf of Maine","diet","all",10,6,0.545454545454545
"434","Black sea bass","all","diet","all",13,3,0.272727272727273
"435","Spiny dogfish","all","diet","all",13,3,0.272727272727273
"436","Rosette skate","all","diet","all",10,6,0.545454545454545
"437","Summer flounder","all","diet","all",10,6,0.545454545454545
"438","Clearnose skate","all","diet","all",11,5,0.454545454545455
"439","Smooth dogfish","all","diet","all",13,3,0.272727272727273
"440","Blueback herring","all","diet","all",10,6,0.545454545454545
"441","Windowpane","Southern New England / Mid-Atlantic","diet","all",12,4,0.363636363636364
"442","Goosefish","Southern Georges Bank / Mid-Atlantic","diet","all",12,4,0.363636363636364
"443","Atlantic mackerel","all","diet","all",11,5,0.454545454545455
"444","Alewife","all","diet","all",10,6,0.545454545454545
"445","Winter flounder","Georges Bank","diet","all",12,4,0.363636363636364
"446","Windowpane","Gulf of Maine / Georges Bank","diet","all",12,4,0.363636363636364
"447","Goosefish","Gulf of Maine / Northern Georges Bank","diet","all",12,4,0.363636363636364
"448","Thorny skate","all","diet","all",10,6,0.545454545454545
"449","Atlantic wolffish","all","diet","all",6,10,0.909090909090909
"450","Smooth skate","all","diet","all",9,7,0.636363636363636
"451","Winter flounder","Gulf of Maine","diet","all",12,4,0.363636363636364
"452","Atlantic herring","all","diet","all",13,3,0.272727272727273
"453","Bluefish","all","diet","all",10,6,0.545454545454545
"454","Atlantic halibut","all","diet","all",5,11,1
"455","Offshore hake","all","diet","all",8,8,0.727272727272727
"456","Barndoor skate","all","diet","all",11,5,0.454545454545455
"457","Atlantic herring","Northwestern Atlantic Coast","rec_catch","average of 2014 - 2019 data",171075,19,0.612903225806452
"458","Atlantic wolffish","Gulf of Maine / Georges Bank","rec_catch","average of 2014 - 2019 data",38156,13,0.419354838709677
"459","Ocean pout","Northwestern Atlantic Coast","rec_catch","average of 2014 - 2019 data",856,2,0.0645161290322581
"460","Pollock","Gulf of Maine / Georges Bank","rec_catch","average of 2014 - 2019 data",915508,24,0.774193548387097
"461","Red hake","Gulf of Maine / Northern Georges Bank","rec_catch","average of 2014 - 2019 data",28938,12,0.387096774193548
"462","Red hake","Southern Georges Bank / Mid-Atlantic","rec_catch","average of 2014 - 2019 data",28938,12,0.387096774193548
"463","Silver hake","Gulf of Maine / Northern Georges Bank","rec_catch","average of 2014 - 2019 data",119765,17,0.548387096774194
"464","Silver hake","Southern Georges Bank / Mid-Atlantic","rec_catch","average of 2014 - 2019 data",119765,17,0.548387096774194
"465","White hake","Gulf of Maine / Georges Bank","rec_catch","average of 2014 - 2019 data",9051,9,0.290322580645161
"466","Windowpane","Gulf of Maine / Georges Bank","rec_catch","average of 2014 - 2019 data",8354,8,0.258064516129032
"467","Windowpane","Southern New England / Mid-Atlantic","rec_catch","average of 2014 - 2019 data",8354,8,0.258064516129032
"468","Winter flounder","Georges Bank","rec_catch","average of 2014 - 2019 data",211765,20,0.645161290322581
"469","Winter flounder","Gulf of Maine","rec_catch","average of 2014 - 2019 data",211765,20,0.645161290322581
"470","Yellowtail flounder","Georges Bank","rec_catch","average of 2014 - 2019 data",7462,7,0.225806451612903
"471","Yellowtail flounder","Southern New England / Mid-Atlantic","rec_catch","average of 2014 - 2019 data",7462,7,0.225806451612903
"472","Barndoor skate","Georges Bank / Southern New England","rec_catch","average of 2014 - 2019 data",818,1,0.032258064516129
"473","Clearnose skate","Southern New England / Mid-Atlantic","rec_catch","average of 2014 - 2019 data",3063,4,0.129032258064516
"474","Little skate","Georges Bank / Southern New England","rec_catch","average of 2014 - 2019 data",46083,16,0.516129032258065
"475","Smooth skate","Gulf of Maine","rec_catch","average of 2014 - 2019 data",4742,6,0.193548387096774
"476","Thorny skate","Gulf of Maine","rec_catch","average of 2014 - 2019 data",4641,5,0.161290322580645
"477","Winter skate","Georges Bank / Southern New England","rec_catch","average of 2014 - 2019 data",44358,15,0.483870967741935
"478","Atlantic cod","Eastern Georges Bank","rec_catch","average of 2014 - 2019 data",1454545,26,0.838709677419355
"479","Atlantic cod","Georges Bank","rec_catch","average of 2014 - 2019 data",1454545,26,0.838709677419355
"480","Atlantic cod","Gulf of Maine","rec_catch","average of 2014 - 2019 data",1454545,26,0.838709677419355
"481","Atlantic halibut","Northwestern Atlantic Coast","rec_catch","average of 2014 - 2019 data",2243,3,0.0967741935483871
"482","Haddock","Eastern Georges Bank","rec_catch","average of 2014 - 2019 data",2923019,29,0.935483870967742
"483","Acadian redfish","Gulf of Maine / Georges Bank","rec_catch","average of 2014 - 2019 data",889980,23,0.741935483870968
"484","Atlantic mackerel","Gulf of Maine / Cape Hatteras","rec_catch","average of 2014 - 2019 data",6192206,31,1
"485","Butterfish","Gulf of Maine / Cape Hatteras","rec_catch","average of 2014 - 2019 data",156134,18,0.580645161290323
"486","Goosefish","Gulf of Maine / Northern Georges Bank","rec_catch","average of 2014 - 2019 data",23569,11,0.354838709677419
"487","Goosefish","Southern Georges Bank / Mid-Atlantic","rec_catch","average of 2014 - 2019 data",23569,11,0.354838709677419
"488","Haddock","Georges Bank","rec_catch","average of 2014 - 2019 data",2923019,29,0.935483870967742
"489","Haddock","Gulf of Maine","rec_catch","average of 2014 - 2019 data",2923019,29,0.935483870967742
"490","Winter flounder","Southern New England / Mid-Atlantic","rec_catch","average of 2014 - 2019 data",211765,20,0.645161290322581
"491","Yellowtail flounder","Cape Cod / Gulf of Maine","rec_catch","average of 2014 - 2019 data",7462,7,0.225806451612903
"492","Spiny dogfish","all","rec_catch","average of 2014 - 2019 data",382851,22,0.709677419354839
"493","Winter skate","all","rec_catch","average of 2014 - 2019 data",44358,15,0.483870967741935
"494","Little skate","all","rec_catch","average of 2014 - 2019 data",46083,16,0.516129032258065
"495","Alewife","all","rec_catch","average of 2014 - 2019 data",41013,14,0.451612903225806
"496","Pollock","all","rec_catch","average of 2014 - 2019 data",915508,24,0.774193548387097
"497","White hake","all","rec_catch","average of 2014 - 2019 data",9051,9,0.290322580645161
"498","Ocean pout","all","rec_catch","average of 2014 - 2019 data",856,2,0.0645161290322581
"499","Atlantic herring","all","rec_catch","average of 2014 - 2019 data",171075,19,0.612903225806452
"500","Atlantic halibut","all","rec_catch","average of 2014 - 2019 data",2243,3,0.0967741935483871
"501","Barndoor skate","all","rec_catch","average of 2014 - 2019 data",818,1,0.032258064516129
"502","Atlantic mackerel","all","rec_catch","average of 2014 - 2019 data",6192206,31,1
"503","Acadian redfish","all","rec_catch","average of 2014 - 2019 data",889980,23,0.741935483870968
"504","Atlantic wolffish","all","rec_catch","average of 2014 - 2019 data",38156,13,0.419354838709677
"505","Thorny skate","all","rec_catch","average of 2014 - 2019 data",4641,5,0.161290322580645
"506","Smooth skate","all","rec_catch","average of 2014 - 2019 data",4742,6,0.193548387096774
"507","Blueback herring","all","rec_catch","average of 2014 - 2019 data",10331,10,0.32258064516129
"508","Butterfish","all","rec_catch","average of 2014 - 2019 data",156134,18,0.580645161290323
"509","Summer flounder","all","rec_catch","average of 2014 - 2019 data",1239884,25,0.806451612903226
"510","Black sea bass","all","rec_catch","average of 2014 - 2019 data",2365897,28,0.903225806451613
"511","Scup","all","rec_catch","average of 2014 - 2019 data",3729105,30,0.967741935483871
"512","Smooth dogfish","all","rec_catch","average of 2014 - 2019 data",279113,21,0.67741935483871
"513","Clearnose skate","all","rec_catch","average of 2014 - 2019 data",3063,4,0.129032258064516
"514","Bluefish","all","rec_catch","average of 2014 - 2019 data",1548146,27,0.870967741935484
